selections	protected_count
average_stars:3.5-4.0;funny:400-500;review_count:300-400	4
average_stars:4.0-4.5;cool:100-200;yelping_since:2011	4
average_stars:3.5-4.0;cool:300-400;fans:0-10	4
average_stars:3.0-3.5;fans:10-20;useful:600-700	4
review_count:100-200;useful:600-700;yelping_since:2009	4
average_stars:3.5-4.0;funny:>1000;review_count:200-300	4
average_stars:4.0-4.5;funny:0-100;review_count:300-400	4
funny:300-400;useful:600-700;yelping_since:2007	4
cool:400-500;fans:20-30;useful:800-900	4
funny:100-200;useful:400-500;yelping_since:2011	4
cool:400-500;useful:700-800;yelping_since:2008	4
funny:400-500;useful:600-700;yelping_since:2008	4
funny:100-200;useful:300-400;yelping_since:2011	4
cool:200-300;fans:10-20;review_count:400-500	4
average_stars:3.5-4.0;fans:120-130;funny:>1000	4
fans:110-120;funny:>1000;review_count:300-400	4
cool:300-400;fans:30-40;review_count:400-500	4
cool:>1000;fans:70-80;yelping_since:2007	4
funny:200-300;review_count:400-500;yelping_since:2009	4
average_stars:4.0-4.5;fans:20-30;review_count:100-200	4
average_stars:4.0-4.5;useful:300-400;yelping_since:2009	4
review_count:300-400;useful:600-700;yelping_since:2006	4
average_stars:3.0-3.5;fans:0-10;review_count:200-300	4
cool:100-200;funny:0-100;yelping_since:2011	4
average_stars:4.0-4.5;funny:>1000;review_count:600-700	4
average_stars:3.5-4.0;review_count:500-600;yelping_since:2011	4
cool:0-100;funny:0-100;review_count:0-100	4
cool:200-300;review_count:400-500;yelping_since:2006	4
average_stars:4.0-4.5;cool:500-600;funny:300-400	4
fans:10-20;review_count:300-400;useful:600-700	4
average_stars:3.0-3.5;fans:20-30;funny:200-300	4
funny:>1000;review_count:700-800;yelping_since:2008	4
average_stars:3.5-4.0;funny:800-900;yelping_since:2007	4
fans:20-30;review_count:400-500;yelping_since:2008	4
funny:100-200;review_count:400-500;yelping_since:2008	4
funny:300-400;review_count:300-400;yelping_since:2006	4
fans:20-30;funny:100-200;useful:300-400	4
average_stars:3.5-4.0;review_count:600-700;useful:1200-1300	4
average_stars:4.0-4.5;review_count:300-400;useful:600-700	4
average_stars:3.0-3.5;useful:300-400;yelping_since:2009	4
average_stars:3.0-3.5;fans:40-50;yelping_since:2008	4
fans:10-20;funny:400-500;yelping_since:2007	4
average_stars:3.5-4.0;cool:500-600;review_count:400-500	4
funny:0-100;useful:300-400;yelping_since:2007	4
funny:200-300;review_count:200-300;useful:400-500	4
average_stars:4.0-4.5;cool:>1000;fans:>200	4
fans:20-30;funny:300-400;review_count:100-200	4
average_stars:3.5-4.0;cool:500-600;fans:20-30	4
average_stars:3.5-4.0;cool:500-600;funny:200-300	4
average_stars:3.5-4.0;fans:50-60;yelping_since:2006	4
cool:0-100;useful:300-400;yelping_since:2008	4
average_stars:3.5-4.0;fans:110-120;yelping_since:2006	4
cool:300-400;funny:100-200;yelping_since:2009	4
fans:10-20;useful:700-800;yelping_since:2009	4
average_stars:3.5-4.0;cool:600-700;review_count:200-300	4
average_stars:4.0-4.5;review_count:600-700;useful:>2000	4
cool:0-100;funny:100-200;useful:100-200	4
fans:30-40;funny:200-300;review_count:200-300	4
cool:>1000;funny:>1000;yelping_since:2005	4
fans:30-40;funny:200-300;review_count:500-600	4
average_stars:3.5-4.0;funny:600-700;review_count:200-300	4
average_stars:3.5-4.0;cool:300-400;useful:400-500	4
cool:200-300;review_count:200-300;yelping_since:2008	4
cool:300-400;fans:20-30;review_count:400-500	4
fans:10-20;funny:200-300;useful:600-700	4
cool:>1000;review_count:700-800;yelping_since:2009	4
funny:200-300;review_count:500-600;yelping_since:2008	4
cool:600-700;fans:30-40;useful:800-900	4
average_stars:3.0-3.5;funny:300-400;useful:600-700	4
fans:20-30;review_count:400-500;useful:1000-1100	4
fans:>200;review_count:400-500;useful:>2000	4
cool:0-100;funny:0-100;yelping_since:2012	4
funny:200-300;review_count:200-300;yelping_since:2007	4
cool:>1000;fans:80-90;yelping_since:2008	4
cool:300-400;funny:200-300;yelping_since:2011	4
average_stars:4.0-4.5;cool:200-300;fans:30-40	4
average_stars:4.0-4.5;cool:400-500;fans:50-60	4
average_stars:3.5-4.0;cool:500-600;funny:400-500	4
average_stars:3.5-4.0;cool:800-900;review_count:600-700	4
average_stars:3.5-4.0;useful:600-700;yelping_since:2011	4
cool:200-300;funny:400-500;review_count:200-300	4
cool:>1000;fans:>200;review_count:400-500	4
funny:300-400;review_count:100-200;yelping_since:2008	4
fans:20-30;review_count:200-300;useful:700-800	4
cool:400-500;fans:50-60;funny:200-300	4
average_stars:3.5-4.0;review_count:300-400;useful:200-300	4
average_stars:3.5-4.0;funny:800-900;review_count:900-1000	4
average_stars:3.0-3.5;funny:100-200;review_count:400-500	4
fans:20-30;review_count:100-200;useful:500-600	4
average_stars:4.0-4.5;cool:0-100;yelping_since:2012	4
average_stars:4.0-4.5;cool:>1000;review_count:900-1000	4
funny:600-700;useful:1100-1200;yelping_since:2008	4
fans:20-30;funny:400-500;review_count:400-500	4
fans:0-10;funny:0-100;yelping_since:2012	4
cool:>1000;review_count:900-1000;yelping_since:2009	4
cool:300-400;fans:20-30;useful:700-800	4
fans:30-40;funny:100-200;review_count:300-400	4
fans:10-20;useful:500-600;yelping_since:2009	4
average_stars:2.5-3.0;fans:0-10;funny:0-100	4
funny:300-400;useful:600-700;yelping_since:2009	4
cool:400-500;fans:20-30;review_count:300-400	4
average_stars:3.5-4.0;cool:800-900;yelping_since:2008	4
cool:300-400;fans:40-50;yelping_since:2009	4
funny:>1000;review_count:700-800;yelping_since:2009	4
cool:>1000;review_count:600-700;yelping_since:2007	4
fans:10-20;review_count:300-400;yelping_since:2011	4
fans:20-30;funny:200-300;review_count:100-200	4
cool:400-500;fans:30-40;funny:300-400	4
funny:0-100;useful:400-500;yelping_since:2008	4
fans:0-10;useful:100-200;yelping_since:2006	4
cool:400-500;review_count:300-400;useful:800-900	4
fans:40-50;useful:1000-1100;yelping_since:2007	4
fans:0-10;funny:200-300;review_count:100-200	4
review_count:100-200;useful:300-400;yelping_since:2010	4
average_stars:3.5-4.0;fans:60-70;yelping_since:2006	4
cool:300-400;useful:500-600;yelping_since:2010	4
fans:100-110;funny:>1000;yelping_since:2008	4
cool:200-300;funny:300-400;useful:500-600	4
average_stars:3.5-4.0;fans:120-130;useful:>2000	4
funny:100-200;review_count:400-500;useful:600-700	4
fans:20-30;review_count:400-500;useful:800-900	4
review_count:200-300;useful:300-400;yelping_since:2008	4
average_stars:4.0-4.5;funny:>1000;review_count:400-500	4
funny:200-300;review_count:100-200;useful:300-400	4
cool:400-500;useful:1000-1100;yelping_since:2009	4
fans:20-30;funny:100-200;useful:800-900	4
average_stars:4.0-4.5;cool:300-400;fans:20-30	4
average_stars:4.0-4.5;fans:80-90;yelping_since:2007	4
cool:>1000;funny:>1000;useful:1400-1500	4
average_stars:3.0-3.5;useful:200-300;yelping_since:2010	4
cool:500-600;funny:200-300;review_count:500-600	4
average_stars:3.0-3.5;cool:0-100;fans:10-20	4
average_stars:3.0-3.5;funny:400-500;yelping_since:2008	4
average_stars:3.0-3.5;funny:300-400;review_count:100-200	4
fans:30-40;useful:700-800;yelping_since:2009	4
cool:400-500;review_count:300-400;useful:700-800	4
fans:20-30;review_count:100-200;useful:300-400	4
average_stars:2.5-3.0;cool:0-100;review_count:100-200	4
fans:>200;funny:>1000;yelping_since:2007	4
funny:200-300;review_count:200-300;yelping_since:2006	4
average_stars:3.5-4.0;fans:40-50;review_count:700-800	4
review_count:300-400;useful:300-400;yelping_since:2006	4
average_stars:3.0-3.5;review_count:100-200;yelping_since:2011	4
average_stars:3.0-3.5;review_count:600-700;yelping_since:2008	4
fans:80-90;useful:>2000;yelping_since:2009	4
funny:0-100;useful:400-500;yelping_since:2010	4
average_stars:3.0-3.5;funny:100-200;yelping_since:2006	4
average_stars:3.5-4.0;useful:300-400;yelping_since:2006	4
average_stars:4.0-4.5;fans:10-20;yelping_since:2011	4
average_stars:3.0-3.5;fans:0-10;review_count:300-400	4
cool:300-400;useful:500-600;yelping_since:2008	4
fans:20-30;useful:400-500;yelping_since:2007	4
cool:200-300;fans:0-10;yelping_since:2008	4
funny:0-100;useful:0-100;yelping_since:2011	4
average_stars:4.0-4.5;funny:0-100;yelping_since:2007	4
average_stars:4.0-4.5;fans:30-40;yelping_since:2011	4
cool:0-100;review_count:0-100;useful:100-200	4
cool:>1000;funny:>1000;useful:1700-1800	4
average_stars:4.0-4.5;review_count:300-400;yelping_since:2009	4
average_stars:3.5-4.0;useful:800-900;yelping_since:2009	4
average_stars:4.0-4.5;fans:30-40;funny:300-400	4
cool:0-100;funny:100-200;yelping_since:2009	4
funny:200-300;useful:1000-1100;yelping_since:2009	4
funny:100-200;review_count:400-500;useful:400-500	4
average_stars:3.5-4.0;fans:50-60;review_count:200-300	4
cool:400-500;funny:300-400;yelping_since:2009	4
cool:>1000;funny:900-1000;useful:1700-1800	4
funny:200-300;useful:800-900;yelping_since:2010	4
funny:300-400;review_count:200-300;useful:600-700	4
average_stars:4.0-4.5;review_count:400-500;yelping_since:2008	4
review_count:600-700;useful:>2000;yelping_since:2007	4
cool:200-300;fans:30-40;review_count:300-400	4
average_stars:3.5-4.0;fans:80-90;useful:1800-1900	4
average_stars:3.5-4.0;cool:900-1000;yelping_since:2008	4
cool:100-200;review_count:200-300;yelping_since:2007	4
average_stars:3.5-4.0;funny:500-600;useful:800-900	4
average_stars:3.0-3.5;fans:0-10;yelping_since:2007	4
funny:>1000;review_count:600-700;yelping_since:2007	4
cool:300-400;fans:20-30;useful:400-500	4
cool:400-500;review_count:200-300;useful:600-700	4
funny:300-400;review_count:300-400;useful:600-700	4
cool:100-200;useful:500-600;yelping_since:2010	4
average_stars:3.5-4.0;cool:500-600;yelping_since:2007	4
cool:0-100;fans:10-20;funny:100-200	4
cool:0-100;funny:0-100;review_count:400-500	4
cool:300-400;review_count:400-500;yelping_since:2009	4
cool:100-200;fans:0-10;yelping_since:2011	4
average_stars:3.5-4.0;cool:500-600;useful:800-900	4
average_stars:3.0-3.5;funny:300-400;yelping_since:2008	4
fans:20-30;review_count:100-200;useful:600-700	4
fans:20-30;funny:0-100;yelping_since:2011	4
average_stars:3.5-4.0;cool:100-200;useful:100-200	4
review_count:100-200;useful:200-300;yelping_since:2006	4
cool:100-200;useful:300-400;yelping_since:2006	4
cool:300-400;fans:30-40;useful:600-700	4
cool:400-500;funny:400-500;review_count:300-400	4
cool:200-300;review_count:400-500;useful:500-600	4
cool:>1000;review_count:500-600;yelping_since:2008	4
fans:120-130;funny:>1000;useful:>2000	4
fans:0-10;review_count:0-100;useful:100-200	4
average_stars:3.0-3.5;funny:100-200;review_count:300-400	4
review_count:500-600;useful:>2000;yelping_since:2008	4
review_count:400-500;useful:>2000;yelping_since:2007	4
average_stars:3.5-4.0;cool:600-700;yelping_since:2007	4
cool:300-400;review_count:200-300;yelping_since:2007	4
average_stars:4.0-4.5;cool:400-500;review_count:100-200	4
average_stars:4.0-4.5;fans:30-40;review_count:100-200	4
average_stars:4.0-4.5;cool:200-300;yelping_since:2007	4
average_stars:4.0-4.5;cool:500-600;useful:900-1000	4
cool:300-400;fans:20-30;yelping_since:2010	4
average_stars:4.0-4.5;fans:40-50;review_count:400-500	4
average_stars:3.5-4.0;fans:30-40;useful:1100-1200	4
average_stars:3.0-3.5;review_count:300-400;yelping_since:2009	4
review_count:800-900;useful:>2000;yelping_since:2010	4
cool:200-300;fans:30-40;yelping_since:2010	4
fans:10-20;funny:300-400;review_count:100-200	4
cool:>1000;review_count:400-500;yelping_since:2009	4
average_stars:3.0-3.5;useful:600-700;yelping_since:2008	4
average_stars:4.0-4.5;cool:>1000;funny:900-1000	4
average_stars:4.0-4.5;cool:800-900;funny:500-600	4
average_stars:4.0-4.5;funny:100-200;useful:700-800	4
review_count:100-200;useful:300-400;yelping_since:2006	4
fans:10-20;useful:300-400;yelping_since:2011	4
average_stars:3.0-3.5;cool:300-400;useful:600-700	4
fans:0-10;review_count:200-300;yelping_since:2011	4
average_stars:3.5-4.0;useful:700-800;yelping_since:2010	4
average_stars:4.5-5.0;funny:0-100;review_count:100-200	4
average_stars:4.0-4.5;fans:60-70;yelping_since:2010	4
fans:10-20;review_count:300-400;useful:700-800	4
fans:40-50;review_count:400-500;yelping_since:2010	4
cool:400-500;useful:1000-1100;yelping_since:2007	4
review_count:700-800;useful:>2000;yelping_since:2008	4
average_stars:4.0-4.5;fans:80-90;yelping_since:2009	4
cool:500-600;review_count:500-600;useful:1100-1200	4
funny:200-300;useful:1000-1100;yelping_since:2007	4
average_stars:4.0-4.5;fans:0-10;useful:300-400	4
average_stars:4.0-4.5;fans:30-40;yelping_since:2007	4
cool:100-200;useful:500-600;yelping_since:2008	4
average_stars:3.0-3.5;fans:0-10;useful:500-600	4
cool:>1000;review_count:200-300;yelping_since:2007	4
average_stars:3.0-3.5;fans:20-30;yelping_since:2009	4
average_stars:4.0-4.5;useful:500-600;yelping_since:2007	4
cool:300-400;fans:20-30;useful:600-700	4
average_stars:4.0-4.5;cool:500-600;review_count:500-600	4
fans:80-90;useful:>2000;yelping_since:2008	4
cool:200-300;useful:600-700;yelping_since:2007	4
fans:40-50;funny:200-300;yelping_since:2010	4
cool:0-100;fans:10-20;yelping_since:2006	4
funny:>1000;review_count:800-900;yelping_since:2006	4
cool:0-100;fans:10-20;yelping_since:2011	4
average_stars:3.5-4.0;useful:400-500;yelping_since:2006	4
cool:>1000;funny:400-500;useful:>2000	4
average_stars:3.5-4.0;cool:0-100;yelping_since:2006	4
fans:0-10;useful:300-400;yelping_since:2010	4
cool:400-500;funny:300-400;useful:800-900	4
average_stars:3.0-3.5;useful:100-200;yelping_since:2011	4
average_stars:4.0-4.5;fans:>200;useful:>2000	4
cool:200-300;useful:400-500;yelping_since:2010	4
average_stars:3.0-3.5;fans:20-30;review_count:200-300	4
average_stars:4.0-4.5;cool:>1000;review_count:700-800	4
average_stars:4.0-4.5;funny:0-100;yelping_since:2006	4
cool:300-400;fans:30-40;funny:100-200	4
average_stars:4.0-4.5;funny:>1000;review_count:800-900	4
average_stars:3.0-3.5;fans:50-60;review_count:300-400	4
cool:>1000;fans:110-120;review_count:300-400	4
cool:200-300;fans:0-10;yelping_since:2006	4
fans:30-40;useful:600-700;yelping_since:2008	4
average_stars:3.5-4.0;review_count:900-1000;yelping_since:2007	4
average_stars:3.5-4.0;cool:900-1000;review_count:600-700	4
average_stars:4.0-4.5;funny:100-200;review_count:400-500	4
average_stars:3.5-4.0;funny:500-600;review_count:600-700	4
cool:500-600;fans:30-40;useful:1100-1200	4
cool:400-500;funny:300-400;yelping_since:2008	4
fans:30-40;review_count:300-400;useful:600-700	4
average_stars:4.0-4.5;review_count:400-500;yelping_since:2009	4
average_stars:4.0-4.5;fans:50-60;yelping_since:2007	4
average_stars:3.0-3.5;fans:0-10;yelping_since:2006	4
fans:10-20;funny:200-300;useful:300-400	4
fans:10-20;funny:100-200;useful:700-800	4
average_stars:3.5-4.0;cool:500-600;yelping_since:2006	4
fans:20-30;useful:600-700;yelping_since:2010	4
average_stars:4.0-4.5;cool:100-200;fans:20-30	4
fans:10-20;funny:0-100;yelping_since:2011	4
average_stars:4.0-4.5;review_count:800-900;useful:>2000	4
average_stars:4.0-4.5;cool:>1000;useful:1500-1600	4
average_stars:3.5-4.0;cool:>1000;useful:1300-1400	4
average_stars:3.0-3.5;cool:0-100;yelping_since:2007	4
funny:0-100;review_count:200-300;yelping_since:2011	4
funny:100-200;useful:200-300;yelping_since:2006	4
funny:200-300;review_count:100-200;yelping_since:2011	4
fans:0-10;funny:0-100;review_count:0-100	4
funny:100-200;useful:800-900;yelping_since:2008	4
funny:0-100;review_count:0-100;useful:100-200	4
average_stars:3.5-4.0;funny:400-500;useful:800-900	4
average_stars:3.5-4.0;cool:>1000;funny:700-800	4
fans:30-40;review_count:300-400;yelping_since:2010	4
average_stars:4.0-4.5;useful:>2000;yelping_since:2010	4
funny:>1000;useful:1400-1500;yelping_since:2007	4
average_stars:3.5-4.0;review_count:800-900;yelping_since:2007	4
fans:0-10;review_count:300-400;useful:200-300	4
funny:100-200;review_count:300-400;yelping_since:2011	4
fans:50-60;funny:300-400;yelping_since:2007	4
funny:200-300;useful:500-600;yelping_since:2009	4
cool:300-400;review_count:300-400;yelping_since:2010	4
average_stars:3.5-4.0;fans:40-50;useful:1000-1100	4
funny:0-100;useful:200-300;yelping_since:2006	4
fans:30-40;funny:200-300;yelping_since:2011	4
average_stars:4.0-4.5;cool:100-200;useful:400-500	4
fans:20-30;funny:200-300;useful:800-900	4
cool:>1000;review_count:400-500;yelping_since:2008	4
average_stars:3.0-3.5;cool:>1000;yelping_since:2009	4
average_stars:4.0-4.5;fans:>200;funny:>1000	4
average_stars:4.0-4.5;useful:>2000;yelping_since:2009	4
average_stars:4.0-4.5;funny:100-200;useful:300-400	4
fans:10-20;useful:200-300;yelping_since:2011	4
average_stars:3.5-4.0;review_count:700-800;yelping_since:2009	4
average_stars:4.0-4.5;fans:0-10;funny:100-200	4
average_stars:4.0-4.5;funny:300-400;yelping_since:2006	4
cool:0-100;fans:0-10;yelping_since:2012	4
average_stars:4.0-4.5;cool:>1000;yelping_since:2006	4
fans:30-40;review_count:500-600;yelping_since:2009	4
cool:>1000;review_count:900-1000;yelping_since:2006	4
cool:0-100;useful:0-100;yelping_since:2011	4
cool:100-200;useful:500-600;yelping_since:2009	4
average_stars:3.5-4.0;fans:30-40;useful:900-1000	4
cool:200-300;fans:20-30;funny:300-400	4
cool:300-400;fans:20-30;review_count:800-900	4
average_stars:3.0-3.5;cool:100-200;yelping_since:2006	4
average_stars:3.0-3.5;fans:20-30;yelping_since:2008	4
average_stars:3.5-4.0;useful:1600-1700;yelping_since:2010	4
average_stars:3.5-4.0;funny:200-300;review_count:600-700	4
average_stars:3.0-3.5;review_count:200-300;useful:200-300	4
average_stars:3.5-4.0;fans:30-40;useful:500-600	4
average_stars:3.0-3.5;cool:300-400;funny:200-300	4
average_stars:4.0-4.5;funny:100-200;yelping_since:2011	4
cool:100-200;useful:500-600;yelping_since:2006	4
funny:>1000;review_count:800-900;yelping_since:2007	4
cool:>1000;fans:110-120;yelping_since:2006	4
average_stars:3.5-4.0;fans:50-60;review_count:400-500	4
fans:0-10;useful:300-400;yelping_since:2011	4
cool:>1000;review_count:800-900;yelping_since:2010	4
cool:>1000;fans:50-60;yelping_since:2009	4
average_stars:4.0-4.5;fans:80-90;review_count:500-600	4
cool:400-500;fans:30-40;review_count:300-400	4
cool:100-200;review_count:200-300;useful:600-700	4
average_stars:4.0-4.5;fans:20-30;funny:0-100	4
fans:20-30;funny:200-300;useful:700-800	4
fans:10-20;funny:400-500;yelping_since:2008	4
cool:400-500;fans:40-50;useful:1000-1100	4
cool:400-500;fans:50-60;yelping_since:2006	4
fans:90-100;funny:>1000;yelping_since:2007	4
cool:400-500;fans:20-30;useful:600-700	4
fans:30-40;funny:300-400;yelping_since:2007	4
cool:0-100;funny:100-200;yelping_since:2007	4
average_stars:4.0-4.5;fans:40-50;yelping_since:2010	4
average_stars:3.5-4.0;fans:70-80;yelping_since:2006	4
funny:300-400;review_count:100-200;useful:600-700	4
average_stars:3.0-3.5;useful:>2000;yelping_since:2008	4
cool:500-600;funny:300-400;useful:1100-1200	4
cool:200-300;fans:10-20;yelping_since:2009	4
